title,authors,year,venue,doi,source_db,url
Reliability analysis of anti-UAV systems: an analytical approach,,2025,,,proquest-csa,https://www.proquest.com/docview/3268924701/A839F3A41BE14469PQ/29?accountid=16605
Multi-Agent Reinforcement Learning for Multi-UAV Pursuit with Full Planar Motion and a Limited Detectable Region,,2026,,,proquest-csa,https://www.proquest.com/docview/3334484262/84B0259271F341E2PQ/2?accountid=16605
Cooperative Encirclement and Obstacle Avoidance of Fixed-Wing UAVs via MADDPG with Curriculum Learning,,2025,,,proquest-csa,https://www.proquest.com/docview/3265860510/84B0259271F341E2PQ/4?accountid=16605
LSTM-Based Early Jamming Threat Detection Scheme for Drone Ad-Hoc Networks,,2026,,,proquest-csa,https://www.proquest.com/docview/3322201604/84B0259271F341E2PQ/5?accountid=16605
Trajectory Planning and Optimisation for Following Drone to Rendezvous Leading Drone by State Estimation with Adaptive Time Horizon,,2025,,,proquest-csa,https://www.proquest.com/docview/3233030526/84B0259271F341E2PQ/6?accountid=16605
Modeling and Simulation of Urban Laser Countermeasures Against Low-Slow-Small UAVs,,2025,,,proquest-csa,https://www.proquest.com/docview/3223895640/84B0259271F341E2PQ/7?accountid=16605
A methodology for constructing the system-of-systems environment to evaluate UAV decision systems,,2026,,,proquest-csa,https://www.proquest.com/docview/3307554796/84B0259271F341E2PQ/8?accountid=16605
Drone Imaging and Sensors for Situational Awareness in Hazardous Environments: A Systematic Review,,2025,,,proquest-csa,https://www.proquest.com/docview/3265913807/84B0259271F341E2PQ/10?accountid=16605
An Intelligent Passive System for UAV Detection and Identification in Complex Electromagnetic Environments via Deep Learning,,2025,,,proquest-csa,https://www.proquest.com/docview/3265860576/84B0259271F341E2PQ/11?accountid=16605
ADG-YOLO: A Lightweight and Efficient Framework for Real-Time UAV Target Detection and Ranging,,2025,,,proquest-csa,https://www.proquest.com/docview/3265860386/84B0259271F341E2PQ/12?accountid=16605
Performance Analysis of Typical Routing Protocols for Flying Ad Hoc Networks Under Different Mobility Models,,2026,,,proquest-csa,https://www.proquest.com/docview/3307481626/84B0259271F341E2PQ/13?accountid=16605
Uncovering drone intentions using control physics informed machine learning,,2024,,,proquest-csa,https://www.proquest.com/docview/2931215895/84B0259271F341E2PQ/15?accountid=16605
Detection and identification drones using long short-term memory and Bayesian optimization,,2025,,,proquest-csa,https://www.proquest.com/docview/3213260091/84B0259271F341E2PQ/18?accountid=16605
Optimization of Unmanned Aerial Vehicle Assisted Communication and Sensing Networks Based on Reinforcement Learning,,2024,,,proquest-csa,https://www.proquest.com/docview/3082500147/84B0259271F341E2PQ/19?accountid=16605
Towards Fully Autonomous Drone Tracking by a Reinforcement Learning Agent Controlling a Pan–Tilt–Zoom Camera,,2024,,,proquest-csa,https://www.proquest.com/docview/3072316244/84B0259271F341E2PQ/20?accountid=16605
Solving Reward-Collecting Problems with UAVs: A Comparison of Online Optimization and Q-Learning,,2022,,,proquest-csa,https://www.proquest.com/docview/2627006651/84B0259271F341E2PQ/21?accountid=16605
Optimization Design of Multi-UAV Communication Network Based on Reinforcement Learning,,2022,,,proquest-csa,https://www.proquest.com/docview/2715338727/84B0259271F341E2PQ/23?accountid=16605
A Lightweight Multi-Module Collaborative Optimization Framework for Detecting Small Unmanned Aerial Vehicles in Anti-Unmanned Aerial Vehicle Systems,,2025,,,proquest-csa,https://www.proquest.com/docview/3297404083/84B0259271F341E2PQ/24?accountid=16605
Deep Learning on Multi Sensor Data for Counter UAV Applications—A Systematic Review,,2019,,,proquest-csa,https://www.proquest.com/docview/2535480462/84B0259271F341E2PQ/25?accountid=16605
Hybrid Machine Learning and Reinforcement Learning Framework for Adaptive UAV Obstacle Avoidance,,2024,,,proquest-csa,https://www.proquest.com/docview/3132818174/84B0259271F341E2PQ/26?accountid=16605
Research on Target Allocation for Hard-Kill Swarm Anti-Unmanned Aerial Vehicle Swarm Systems,,2024,,,proquest-csa,https://www.proquest.com/docview/3132958846/84B0259271F341E2PQ/28?accountid=16605
Deep Reinforcement Learning-Based Guidance Law for Intercepting Low–Slow–Small UAVs,,2025,,,proquest-csa,https://www.proquest.com/docview/3275489859/C5D2D53081FE4DA9PQ/1?accountid=16605
Multi-Agent Reinforcement Learning for Multi-UAV Pursuit with Full Planar Motion and a Limited Detectable Region,,2026,,,proquest-csa,https://www.proquest.com/docview/3334484262/C5D2D53081FE4DA9PQ/2?accountid=16605
A Hierarchical Reinforcement Learning Framework for Multi-Agent Cooperative Maneuver Interception in Dynamic Environments,,2025,,,proquest-csa,https://www.proquest.com/docview/3233227754/C5D2D53081FE4DA9PQ/3?accountid=16605
Multi-UAV Cooperative Pursuit Planning via Communication-Aware Multi-Agent Reinforcement Learning,,2025,,,proquest-csa,https://www.proquest.com/docview/3275489500/C5D2D53081FE4DA9PQ/4?accountid=16605
Modeling and Simulation of Urban Laser Countermeasures Against Low-Slow-Small UAVs,,2025,,,proquest-csa,https://www.proquest.com/docview/3223895640/C5D2D53081FE4DA9PQ/6?accountid=16605
Recent Advances for Generative AI-Enabled Unmanned Aerial Vehicle Systems and Applicable Technologies,,2026,,,proquest-csa,https://www.proquest.com/docview/3334435406/C5D2D53081FE4DA9PQ/7?accountid=16605
GLIDE: Multi-Agent Deep Reinforcement Learning for Coordinated UAV Control in Dynamic Military Environments,,2024,,,proquest-csa,https://www.proquest.com/docview/3097926299/C5D2D53081FE4DA9PQ/8?accountid=16605
UAV Swarm Rounding Strategy Based on Deep Reinforcement Learning Goal Consistency with Multi-Head Soft Attention Algorithm,,2024,,,proquest-csa,https://www.proquest.com/docview/3149571774/C5D2D53081FE4DA9PQ/9?accountid=16605
Deep Reinforcement Learning-Driven Collaborative Rounding-Up for Multiple Unmanned Aerial Vehicles in Obstacle Environments,,2024,,,proquest-csa,https://www.proquest.com/docview/3110454859/C5D2D53081FE4DA9PQ/10?accountid=16605
Interception of a Single Intruding Unmanned Aerial Vehicle by Multiple Missiles Using the Novel EA-MADDPG Training Algorithm,,2024,,,proquest-csa,https://www.proquest.com/docview/3120633392/C5D2D53081FE4DA9PQ/11?accountid=16605
"Holistic Review of UAV-Centric Situational Awareness: Applications, Limitations, and Algorithmic Challenges",,2024,,,proquest-csa,https://www.proquest.com/docview/3098178007/C5D2D53081FE4DA9PQ/12?accountid=16605
Insensitive Mechanism-Based Nonlinear Model Predictive Guidance for UAVs Intercepting Maneuvering Targets with Input Constraints,,2024,,,proquest-csa,https://www.proquest.com/docview/3132958740/C5D2D53081FE4DA9PQ/13?accountid=16605
Mixed-Strategy Harris Hawk Optimization Algorithm for UAV Path Planning and Engineering Applications,,2024,,,proquest-csa,https://www.proquest.com/docview/3132847779/C5D2D53081FE4DA9PQ/15?accountid=16605
A Survey on Machine-Learning Techniques for UAV-Based Communications,,2019,,,proquest-csa,https://www.proquest.com/docview/2535553194/C5D2D53081FE4DA9PQ/16?accountid=16605
Multi-Agent Reinforcement Learning for Multi-UAV Pursuit with Full Planar Motion and a Limited Detectable Region,,2026,,,proquest-csa,https://www.proquest.com/docview/3334484262/59674169F12A4D76PQ/1?accountid=16605
Analysis of High-Power Electromagnetic Pulses Effect on Unmanned Aerial Vehicles,,2026,,,proquest-csa,https://www.proquest.com/docview/3334435298/59674169F12A4D76PQ/2?accountid=16605
A multi-agent reinforcement learning approach for collaborative temperature control in asphalt paving,,2026,,,proquest-csa,https://www.proquest.com/docview/3331890853/59674169F12A4D76PQ/3?accountid=16605
Multi-UAV Cooperative Search in Partially Observable Low-Altitude Environments Based on Deep Reinforcement Learning,,2025,,,proquest-csa,https://www.proquest.com/docview/3286273024/59674169F12A4D76PQ/4?accountid=16605
Dynamic Resource Target Assignment Problem for Laser Systems’ Defense Against Malicious UAV Swarms Based on MADDPG-IA,,2025,,,proquest-csa,https://www.proquest.com/docview/3243963728/59674169F12A4D76PQ/8?accountid=16605
"INTERCEPTOR DRONES: TECHNOLOGICAL, ECONOMIC, OPERATIONAL REQUIREMENTS, CHALLENGES AND PATHS FOR IMPLEMENTATION IN THE ROMANIAN ARMED FORCES",,2025,,,proquest-csa,https://www.proquest.com/docview/3285776148/59674169F12A4D76PQ/11?accountid=16605
FLEDNet: Enhancing the Drone Classification in the Radio Frequency Domain,,2025,,,proquest-csa,https://www.proquest.com/docview/3194571438/59674169F12A4D76PQ/12?accountid=16605
Drone Imaging and Sensors for Situational Awareness in Hazardous Environments: A Systematic Review,,2025,,,proquest-csa,https://www.proquest.com/docview/3265913807/59674169F12A4D76PQ/14?accountid=16605
A Few Suggestions to Improve Anti-drone Measures for Combating Against the Drone Menace,,2024,,,proquest-csa,https://www.proquest.com/docview/3255563925/59674169F12A4D76PQ/15?accountid=16605
Graph Learning of Semantic Relations (GLSR) for Cooperative Multiagent Reinforcement Learning,,2025,,,proquest-csa,https://www.proquest.com/docview/3214377718/59674169F12A4D76PQ/17?accountid=16605
Monthly Power Outage Maintenance Scheduling for Power Grids Based on Interpretable Reinforcement Learning,,2025,,,proquest-csa,https://www.proquest.com/docview/3265899363/59674169F12A4D76PQ/18?accountid=16605
"An overview of anti-drone systems: Technologies, challenges, and future directions",,2026,,,proquest-csa,https://www.proquest.com/docview/3324044132/59674169F12A4D76PQ/20?accountid=16605
Review of Intentional Electromagnetic Interference on UAV Sensor Modules and Experimental Study,,2022,,,proquest-csa,https://www.proquest.com/docview/2642473789/59674169F12A4D76PQ/21?accountid=16605
"Key Enabling Technologies for 6G: The Role of UAVs, Terahertz Communication, and Intelligent Reconfigurable Surfaces in Shaping the Future of Wireless Networks",,2025,,,proquest-csa,https://www.proquest.com/docview/3194618440/59674169F12A4D76PQ/23?accountid=16605
GNSS Drift Correction Control for UAVs in Urban Canyons,,2025,,,proquest-csa,https://www.proquest.com/docview/3234827731/59674169F12A4D76PQ/25?accountid=16605
Emerging Drone Risks and Protective Measures: A Study on the Western Interconnection Electrical Grid,,2025,,,proquest-csa,https://www.proquest.com/docview/3294610415/59674169F12A4D76PQ/27?accountid=16605
Autonomous Drone Detection and Classification Using Computer Vision and Prony Algorithm-Based Frequency Feature Extraction,,2025,,,proquest-csa,https://www.proquest.com/docview/3150992874/59674169F12A4D76PQ/28?accountid=16605
Approximating Nash equilibrium for anti-UAV jamming Markov game using a novel event-triggered multi-agent reinforcement learning,,2023,,,science-direct,https://www.sciencedirect.com/science/article/pii/S0893608022005226
Cooperative decision-making of unmanned aerial vehicles: A multi-agent reinforcement learning approach,,2026,,,science-direct,https://www.sciencedirect.com/science/article/pii/S0952197626002617
Advancing UAV security with artificial intelligence: A comprehensive survey of techniques and future directions,,2024,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2542660524002221
MSFC-Net: Multi-scale feature and contextual fusion network for high-precision UAV detection,,2025,,,science-direct,https://www.sciencedirect.com/science/article/pii/S1110016825011512
AI-driven intrusion detection for UAV in Smart Urban ecosystems: A comprehensive survey,,2026,,,science-direct,https://www.sciencedirect.com/science/article/pii/S0140366426000253
On the construction of effective DRONEWALLS: Technologies and challenges for Counter-UAV systems,,2026,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2941198X25000375
Malicious UAV detection using various modalities,,2024,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2564493924000134
Machine learning for drone detection from images: A review of techniques and challenges,,2025,,,science-direct,https://www.sciencedirect.com/science/article/pii/S0925231225004953
"Frequency-hopping signal detection for anti-drone systems: Summary, challenges, and future prospects",,2026,,,science-direct,https://www.sciencedirect.com/science/article/pii/S1874490726001369
Surveying cybersecurity vulnerabilities and countermeasures for enhancing UAV security,,2024,,,science-direct,https://www.sciencedirect.com/science/article/pii/S1389128624005279
High-precision real-time UAV target recognition based on improved YOLOv4,,2023,,,science-direct,https://www.sciencedirect.com/science/article/pii/S014036642300138X
Developing a custom communication protocol for UAVs: Ground control station and architecture design,,2024,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2542660524002609
"Security analysis of drones systems: Attacks, limitations, and recommendations",,2020,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2542660519302112
An extensive survey on the Internet of Drones,,2021,,,science-direct,https://www.sciencedirect.com/science/article/pii/S1570870521001335
"Internet of drones security: Taxonomies, open issues, and future directions",,2023,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2214209622000997
An enhanced autonomous counter-drone system with jamming and relative positioning capabilities,,2025,,,science-direct,https://www.sciencedirect.com/science/article/pii/S092188902500257X
A methodology for constructing the system-of-systems environment to evaluate UAV decision systems,,2026,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2214914725003113
"A comprehensive survey on security, privacy issues and emerging defence technologies for UAVs",,2023,,,science-direct,https://www.sciencedirect.com/science/article/pii/S1084804523000267
Knowledge mapping and trend identification in UAV-enabled hybrid FSO/RF communication systems,,2025,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2590123025019383
Optimization of high-speed fixed-wing UAV penetration strategy based on deep reinforcement learning,,2024,,,science-direct,https://www.sciencedirect.com/science/article/pii/S1270963824002220
Task assignment in ground-to-air confrontation based on multiagent deep reinforcement learning,,2023,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2214914722000678
Optimizing disaster response with UAV-mounted RIS and HAP-enabled edge computing in 6G networks,,2025,,,science-direct,https://www.sciencedirect.com/science/article/pii/S1084804525001109
Beyond encryption: Exploring the potential of physical layer security in UAV networks,,2023,,,science-direct,https://www.sciencedirect.com/science/article/pii/S1319157823002719
Multi-agent anti-drone architecture using an electromagnetic neutralization assisted by an event-triggered expert system and Blockchain-based approach,,2025,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2468227625002236
"Reinforcement learning for swarm robotics: An overview of applications, algorithms and simulators",,,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2667241323000241
RF-based drone detection and identification using deep learning approaches: An initiative towards a large open source drone database,,2019,,,science-direct,https://www.sciencedirect.com/science/article/pii/S0167739X18330760
GUIDE: GAN-based UAV IDS Enhancement,,2024,,,science-direct,https://www.sciencedirect.com/science/article/pii/S016740482400378X
Optimization and performance analysis of Drones and Unmanned Aerial Systems and Their Intelligence Applications,,2026,,,science-direct,https://www.sciencedirect.com/science/article/pii/S2666307425000440
"Results for ""reinforcement learning"" AND ""anti-UAV""",,,,,web-of-science,https://www.webofscience.com/wos/woscc/summary/d2e04dcf-6c24-4f44-a805-4ce7862fdc00-01b31fe140/42f06fe9-9f1d-4728-939e-d509893a193a-01b31fe13d/relevance/1
"Results for ""reinforcement learning"" AND ""counter-UAV""",,,,,web-of-science,https://www.webofscience.com/wos/woscc/summary/43f41cb0-1da8-4521-af13-68b5844fe529-01b31fe2b4/0b69e5c4-afee-478a-aad1-1b2c360bd4d3-01b31fe2ab/relevance/1
"Results for ""deep reinforcement learning"" AND ""UAV interception""",,,,,web-of-science,https://www.webofscience.com/wos/woscc/summary/1231c7ed-5af9-4817-b5ee-77321da8927b-01b31fe465/7f592de3-baf7-463b-aa19-c0682558449f-01b31fe45f/relevance/1
"Securing the Skies: A Comprehensive Survey on Anti-UAV Methods, Benchmarking, and Future Directions",Yifei Dong; Fengyi Wu; Sanjian Zhang; Guangyu Chen; Yuzhi Hu; Masumi Yano; Jingdong Sun; Siyu Huang; Feng Liu; Qi Dai; Zhi-Qi Cheng,2025,arXiv,,arxiv,https://arxiv.org/abs/2504.11967v4
UAV-Aided Cellular Communications with Deep Reinforcement Learning Against Jamming,Xiaozhen Lu; Liang Xiao; Canhuang Dai; Huaiyu Dai,2018,arXiv,,arxiv,https://arxiv.org/abs/1805.06628v2
Real-Time Bayesian Detection of Drift-Evasive GNSS Spoofing in Reinforcement Learning Based UAV Deconfliction,Deepak Kumar Panda; Weisi Guo,2025,arXiv,,arxiv,https://arxiv.org/abs/2507.11173v1
Agent-Based Anti-Jamming Techniques for UAV Communications in Adversarial Environments: A Comprehensive Survey,Jingpu Yang; Mingxuan Cui; Hang Zhang; Fengxian Ji; Zhengzhao Lai; Yufeng Wang,2025,arXiv,,arxiv,https://arxiv.org/abs/2508.11687v1
Turning Threat into Opportunity: DRL-Powered Anti-Jamming via Energy Harvesting in UAV-Disrupted Channels,Ngoc-Tan Nguyen; Thi-Thu Hoang; Trung-Dung Hoang; Thai-Duong Nguyen,2025,arXiv,,arxiv,https://arxiv.org/abs/2512.08351v1
Resilient Path Planning for UAVs in Data Collection under Adversarial Attacks,Xueyuan Wang; M. Cenk Gursoy,2023,arXiv,10.1109/tifs.2023.3266699,arxiv,https://arxiv.org/abs/2401.08634v1
Multi-Agent Deep Reinforcement Learning for Collaborative UAV Relay Networks under Jamming Atatcks,Thai Duong Nguyen; Ngoc-Tan Nguyen; Thanh-Dao Nguyen; Nguyen Van Huynh; Dinh-Hieu Tran; Symeon Chatzinotas,2025,arXiv,,arxiv,https://arxiv.org/abs/2512.08341v1
Robust Adversarial Attacks Detection based on Explainable Deep Reinforcement Learning For UAV Guidance and Planning,Thomas Hickling; Nabil Aouf; Phillippa Spencer,2022,arXiv,,arxiv,https://arxiv.org/abs/2206.02670v4
A Learning Framework For Cooperative Collision Avoidance of UAV Swarms Leveraging Domain Knowledge,Shuangyao Huang; Haibo Zhang; Zhiyi Huang,2025,arXiv,,arxiv,https://arxiv.org/abs/2507.10913v1
Meta Policy Switching for Secure UAV Deconfliction in Adversarial Airspace,Deepak Kumar Panda; Weisi Guo,2025,arXiv,,arxiv,https://arxiv.org/abs/2506.21127v3
Selfish Cooperation Towards Low-Altitude Economy: Integrated Multi-Service Deployment with Resilient Federated Reinforcement Learning,Yuxuan Yang; Bin Lyu; Abbas Jamalipour,2026,arXiv,,arxiv,https://arxiv.org/abs/2603.04779v1
Learning Approach to Efficient Vision-based Active Tracking of a Flying Target by an Unmanned Aerial Vehicle,Jagadeswara PKV Pothuri; Aditya Bhatt; Prajit KrisshnaKumar; Manaswin Oddiraju; Souma Chowdhury,2025,arXiv,,arxiv,https://arxiv.org/abs/2506.18264v2
ORCHID: Fairness-Aware Orchestration in Mission-Critical Air-Ground Integrated Networks,Chuan-Chi Lai; Chi Jai Choy,2026,arXiv,,arxiv,https://arxiv.org/abs/2602.09994v1
Secure Low-altitude Maritime Communications via Intelligent Jamming,Jiawei Huang; Aimin Wang; Geng Sun; Jiahui Li; Jiacheng Wang; Weijie Yuan; Dusit Niyato; Xianbin Wang,2025,arXiv,,arxiv,https://arxiv.org/abs/2511.06659v1
Reinforcement learning reward function in unmanned aerial vehicle control tasks,Mikhail S. Tovarnov; Nikita V. Bykov,2022,arXiv,10.1088/1742-6596/2308/1/012004,arxiv,https://arxiv.org/abs/2203.10519v1
Securing Integrated Sensing and Communication Against a Mobile Adversary: A Stackelberg Game with Deep Reinforcement Learning,Milad Tatar Mamaghani; Xiangyun Zhou; Nan Yang; A. Lee Swindlehurst,2025,arXiv,10.1109/jsac.2025.3611404,arxiv,https://arxiv.org/abs/2501.02271v2
Evader-Agnostic Team-Based Pursuit Strategies in Partially-Observable Environments,Addison Kalanther; Daniel Bostwick; Chinmay Maheshwari; Shankar Sastry,2025,arXiv,,arxiv,https://arxiv.org/abs/2511.05812v1
Low-Altitude Security UAV Detection: Fusing Generative Augmentation with Hypergraph Computing,,2026,,10.1145/3807246.3807363,acm-dl,https://dl.acm.org/doi/10.1145/3807246.3807363
Research on UAV Anti-Multi-type Interferences Strategy Based on Improved Q-Learning,,2021,,10.1145/3473465.3473484,acm-dl,https://dl.acm.org/doi/10.1145/3473465.3473484
"Machine Learning Applications in Internet-of-Drones: Systematic Review, Recent Deployments, and Open Issues",,,,10.1145/3571728,acm-dl,https://dl.acm.org/doi/10.1145/3571728
Secure UAV (Drone) and the Great Promise of AI,,,,10.1145/3673225,acm-dl,https://dl.acm.org/doi/10.1145/3673225
Towards DO-178C certification of adaptive learning UAV agents designed with a cognitive architecture,,,,10.1145/3377812.3381398,acm-dl,https://dl.acm.org/doi/10.1145/3377812.3381398
UAV Path Planning for Breaking Through Jamming Zones Based on Artificial Potential Field,,2026,,10.1145/3807211.3807220,acm-dl,https://dl.acm.org/doi/10.1145/3807211.3807220
Escorting the Confidentiality and Integrity of UAVs: What Exactly Can Trusted Execution Environment Offer?,,,,10.1145/3763788,acm-dl,https://dl.acm.org/doi/10.1145/3763788
Detection and Tracking of Drone Swarms using LiDAR,,,,10.1145/3711875.3729156,acm-dl,https://dl.acm.org/doi/10.1145/3711875.3729156
